item,name,party,partyLabel,region,regionLabel,startDate,endDate,gender,psid
Q41555918,Norman Dario Martinez,Q47146911,,Q44800,Neuquén Province,2017-12-10,,male,Q41555918-D197D56A-2440-41C7-8773-3E87D8F93CC2
Q41776986,Atilio Francisco Salvador Benedetti,Q20749344,Cambiemos,Q44762,Entre Ríos Province,2017-12-10,,male,Q41776986-4B8E46EA-5842-4D85-9AF5-0D4DA9950765
Q41787670,Pablo Carro,Q47146846,,Q44759,Córdoba Province,2017-12-10,,male,Q41787670-36DD8D1A-E4DF-4960-8003-BBB69696604B
Q43078686,Romina Del Plá,Q598744,FIT,Q44754,Buenos Aires Province,2017-12-10,,female,Q43078686-8203C9A7-F522-454F-ACBD-FAD9C37F9379
Q456351,Julio Cobos,,,Q44797,Mendoza,2021-12-10,,male,Q456351-9a343401-4307-63af-3722-913380c0ef23
Q47116103,Ramiro Fernandez Patri,Q1072438,Front for Victory,Q44761,Formosa Province,2017-12-10,,male,Q47116103-6B68779B-2184-49C2-AB3C-49A5559D134A
Q47117877,Juan Manuel Lopez,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,,male,Q47117877-DEC62BD2-C339-4DD8-8799-CB95D2D65362
Q47117980,Daniel Fernando Arroyo,Q15120034,Renewal Front,Q44754,Buenos Aires Province,2017-12-10,,male,Q47117980-cae15bb3-4d25-c829-cffd-e59c1195e8e8
Q47118651,Guillermo Tristan Montenegro,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47118651-0884D4CE-406F-4D5F-8923-4C3DC65FF1A5
Q47141966,Fabio José Quetglas,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47141966-F4630679-0BAE-4BDF-A35B-E252C77A3FD4
Q47141983,Marcela Campagnoli,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,female,Q47141983-EA0D33DD-01D2-4954-BE70-21DE062B664C
Q47142006,Natalia Soledad Villa,Q64590412,Juntos por el Cambio,Q44754,Buenos Aires Province,2017-12-10,,female,Q47142006-44E02261-2B4C-4647-BD22-CFBE9522F89F
Q47142019,Juan Aicega,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47142019-CAD797B8-FA2A-445E-867C-C1FA0ECEE830
Q47142035,Josefina Mendoza,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,female,Q47142035-4AEFB1A2-E93D-4859-AD40-E99F0FCABE3B
Q47142046,Hernán Berisso,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47142046-403EB719-3765-4DBC-B4E9-B7A1E769D72E
Q47142057,Ezequiel Fernández Langan,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47142057-3C7B3D9E-8C8A-4428-ABB8-B5112C7CEDD9
Q47142077,María Carla Piccolomini,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,female,Q47142077-D80677DF-4258-4767-89B9-915AF38AB339
Q47142093,Pablo Miguel Ansaloni,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47142093-C34BA01C-3511-40B9-9BA0-958CA228EFC3
Q47142105,Martín Nicolás Medina,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47142105-CB026279-643A-4C10-8C59-77A721AAAA9B
Q47142127,Eduardo Bucca,,,Q44754,Buenos Aires Province,2017-12-10,,male,Q47142127-8B100646-A0D3-4D03-AF64-7F51E897BADF
Q47142127,Eduardo Bucca,Q3753652,Justicialist Front,Q44754,Buenos Aires Province,2017-12-10,,male,Q47142127-AB3A1019-B4B1-4A1F-8732-162F7816D530
Q47142273,Vanesa Siley,Q64590596,Frente de Todos,Q44754,Buenos Aires Province,2017-12-10,,female,Q47142273-0196B03A-A35A-4CA4-BD03-2C0C25236A67
Q47142291,Mónica Macha,Q30841057,Citizen's Unity,Q44754,Buenos Aires Province,2017-12-10,,female,Q47142291-44E4F516-9985-4E67-A2F0-F8ED60915217
Q47142307,Laura Valeria Alonso,Q30841057,Citizen's Unity,Q44754,Buenos Aires Province,2017-12-10,,female,Q47142307-549BA56B-F2F2-47AA-ADF2-297445EBA616
Q47142315,Walter Correa,Q30841057,Citizen's Unity,Q44754,Buenos Aires Province,2017-12-10,,male,Q47142315-F0FEAFF7-75E8-47B3-9037-0588BB1A4FB7
Q47142397,Laura Russo,Q30841057,Citizen's Unity,Q44754,Buenos Aires Province,2017-12-10,,female,Q47142397-D4C4E4A8-A070-4837-BFC0-9EC335ED3E8A
Q47142407,Gustavo Arturo Saadi,Q1072438,Front for Victory,Q44756,Catamarca Province,2017-12-10,,male,Q47142407-19C518FB-B469-4A47-8621-D6C2177112E9
Q47142422,Silvana Micaela Ginocchio,Q1072438,Front for Victory,Q44756,Catamarca Province,2017-12-10,,female,Q47142422-1CF178EF-1270-4F3D-B139-8FB341FF3735
Q47142443,Elda Pértile,Q47145682,,Q44757,Chaco Province,2017-12-10,,female,Q47142443-46AB94F4-ABDA-4FBC-BB92-B83026E03661
Q47142456,Juan Mosqueda,Q47145682,,Q44757,Chaco Province,2017-12-10,,male,Q47142456-AB6EC054-EFC8-493E-9856-0E4BDEE2037E
Q47142461,Gustavo Menna,Q20749344,Cambiemos,Q45007,Chubut Province,2017-12-10,,male,Q47142461-2AECB074-04E7-4343-ABBE-C3DEDE1C64FC
Q47142563,Carmen Polledo,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,,female,Q47142563-846BD086-5335-4CDD-8EB1-C19D1E9E0B46
Q47142613,Jose Alejandro Garcia,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,,male,Q47142613-D88817AB-5FC8-4D91-A1B5-F143DC100132
Q47142696,Gabriel Alberto Frizza,Q20749344,Cambiemos,Q44759,Córdoba Province,2017-12-10,,male,Q47142696-C37ADE99-FEEA-4194-804D-895AD821DE96
Q47142712,Alejandra María Vigo,Q4732336,Union for Córdoba,Q44759,Córdoba Province,2017-12-10,2021-12-10,female,Q47142712-ED44D095-0748-4FD6-AF71-60B2D0E4D3D5
Q47142723,Paulo Leonardo Cassinerio,Q4732336,Union for Córdoba,Q44759,Córdoba Province,2017-12-10,,male,Q47142723-3465839B-C06C-44FB-83C5-1429079493B1
Q47142758,Estela Mercedes Regidor Belledone,Q47146931,,Q44758,Corrientes,2017-12-10,,female,Q47142758-90CF3AEC-F01E-42B1-8BB4-F10F8B56F48D
Q47142775,Sofía Brambilla,Q47146931,,Q44758,Corrientes,2017-12-10,,female,Q47142775-9698CF79-7986-43AF-B5C8-C40E826EEE10
Q47142783,Jorge Antonio Romero,,,Q44758,Corrientes,2017-12-10,,male,Q47142783-00393146-A9C0-4202-874C-3C72708CD57F
Q47143052,Alicia Fregonese,Q20749344,Cambiemos,Q44762,Entre Ríos Province,2017-12-10,,female,Q47143052-5205599B-21F0-41A1-BE6A-E4D80395C44A
Q47143071,Jorge Enrique Lacoste,Q20749344,Cambiemos,Q44762,Entre Ríos Province,2017-12-10,,male,Q47143071-48AFDB7A-9CA1-46ED-B71F-8F55CDED8FE3
Q47143098,Juan José Bahillo,Q47146244,,Q44762,Entre Ríos Province,2017-12-10,,male,Q47143098-92793C44-A11C-4183-AA04-2AB0EFB5E79A
Q47143118,Mayda Cresto,Q47146244,,Q44762,Entre Ríos Province,2017-12-10,,female,Q47143118-C424913F-EE36-4975-BF42-1B2DF0256D55
Q47143149,Mario Horacio Arce,Q47109411,,Q44761,Formosa Province,2017-12-10,,male,Q47143149-8CE1E9A9-7A15-4978-9B1C-0F3D83DB38BD
Q47143184,Osmar Antonio Monaldi,Q47116009,Frente Jujeño Cambiemos,Q44764,Province of Jujuy,2017-12-10,,male,Q47143184-554A23AB-3E97-4AC7-B91C-4776417C4E5C
Q47143208,José Luis Martiarena,Q3753652,Justicialist Front,Q44764,Province of Jujuy,2017-12-10,,male,Q47143208-2D5C8329-AB61-4DF8-8C87-B5558419F539
Q47143222,Ariel Rauschenberger,Q1053668,Justicialist Party,Q44795,La Pampa,2017-12-10,,male,Q47143222-BD4209F3-A0F2-4AB5-B604-96AFE969F83C
Q47143336,Melina Aida Delú,Q1053668,Justicialist Party,Q44795,La Pampa,2017-12-10,,female,Q47143336-BA478568-AFD4-4FE3-8A15-0160B4DA0CEC
Q47143377,Julio Enrique Sahad,Q47109114,,Q44796,La Rioja Province,2017-12-10,,male,Q47143377-6E05925F-C8A1-4E4C-9B78-9B7E9A32CF6A
Q47143393,Danilo Adrián Flores,Q47146729,,Q44796,La Rioja Province,2017-12-10,,male,Q47143393-7843097F-17E5-44D4-9E1F-ECB6D6C5ACA5
Q47143414,Claudia Najul,Q20749344,Cambiemos,Q44797,Mendoza,2017-12-10,,female,Q47143414-223DC1C0-78CE-4372-A990-EFE34D532754
Q47143430,Federico Raúl Zamarbide,Q20749344,Cambiemos,Q44797,Mendoza,2017-12-10,,male,Q47143430-015BC767-B4D0-477D-8B4F-8979E0AEB7BA
Q47143468,José Luis Ramón,Q2917600,Intransigent Party,Q44797,Mendoza,2017-12-10,,male,Q47143468-19EE86C3-7011-4874-BFE9-A4623719F909
Q47143499,Omar Chafí Félix,Q47146179,,Q44797,Mendoza,2017-12-10,,male,Q47143499-078C8581-09E8-4AB4-ADA7-E93B56D11A80
Q47143573,Ricardo Wellbach,Q5505872,Party of Social Concord,Q44798,Misiones Province,2017-12-10,,male,Q47143573-FC11E497-B422-4E0F-ACC9-CF7749C1BFFE
Q47144819,Flavia Morales,Q5505872,Party of Social Concord,Q44798,Misiones Province,2017-12-10,,female,Q47144819-A15DF6F3-FE38-4DAB-AA78-587BE2081B78
Q47144830,David Pablo Schlereth,Q20749344,Cambiemos,Q44800,Neuquén Province,2017-12-10,,male,Q47144830-E779913F-82D6-4817-AE54-722B67571749
Q47144879,Alma Sapag,Q7002024,Neuquén People's Movement,Q44800,Neuquén Province,2017-12-10,,female,Q47144879-05375CDB-C3C2-4C5A-AF93-1EF5F5C0C5DD
Q47144927,Lorena Matzen,Q47146448,,Q44802,Río Negro Province,2017-12-10,,female,Q47144927-69F5CC93-DD90-4CE7-B276-544D1122F748
Q47145004,Walberto Enrique Allende,Q47108887,,Q44805,San Juan Province,2017-12-10,,male,Q47145004-B6A4289F-948A-4733-BFD8-B2133B77E91B
Q47145056,Karim Augusto Alume Sbodio,Q47146278,,Q44818,San Luis Province,2017-12-10,,male,Q47145056-2D0D45B0-C9AB-43C5-A54B-FF847451758C
Q47145081,Victoria Rosso,Q47146278,,Q44818,San Luis Province,2017-12-10,,female,Q47145081-CC2794C0-48BD-4FB5-B852-EEDCB3D256C2
Q47145093,Juan Benedicto Vázquez,Q1072438,Front for Victory,Q44821,Santa Cruz Province,2017-12-10,,male,Q47145093-3FCFB2FD-3421-414D-86D8-03B94D145C8F
Q47145111,Roxana Nahir Reyes,Q47109540,,Q44821,Santa Cruz Province,2017-12-10,,female,Q47145111-3A3962E3-ACA9-4799-B283-18C908898072
Q47145158,Antonio José Carambia,Q47109540,,Q44821,Santa Cruz Province,2017-12-10,,male,Q47145158-5A83F424-19C2-4B1F-8C82-04A707E93352
Q47145338,María Lucila Lehman,Q20749344,Cambiemos,Q44823,Santa Fe Province,2017-12-10,,female,Q47145338-C8013DB1-D62A-4BE9-95A4-6B1E86EA239B
Q47145361,Gonzalo Pedro Antonio del Cerro,Q20749344,Cambiemos,Q44823,Santa Fe Province,2017-12-10,,male,Q47145361-F10FBC95-A605-4A84-B472-11E66772DE98
Q47145411,Medina Gladys,Q47145634,,Q44829,Tucumán Province,2017-12-10,,female,Q47145411-4305AD4A-6241-4098-B02F-369B7BC00A02
Q47145509,Beatriz Luisa Ávila,Q47114962,Cambiemos para el Bicentenario,Q44829,Tucumán Province,2017-12-10,2021-12-10,female,Q47145509-2B56D12D-E1E2-4A20-8D25-A4BDA64A4A70
Q47145531,Luis Gustavo Contigiani,Q7248613,"Progressive, Civic and Social Front",Q44823,Santa Fe Province,2017-12-10,,male,Q47145531-B9676E2D-AE75-4605-B8DE-D9A2F2806837
Q47451468,Carlos Alberto Fernández,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47451468-92DF52BF-7D04-486D-B03B-C33CF882CAA1
Q47451525,Javier Campos,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,male,Q47451525-7FE98CB9-B382-4942-9115-62872ABC9672
Q47455147,Pablo Raul Yedlin,,,Q44829,Tucumán Province,2017-12-10,2021-12-09,male,Q47455147-0F670DED-930E-4638-9D3B-3F173883C35E
Q47455148,Veronica Derna,Q1072438,Front for Victory,Q44798,Misiones Province,2015-12-10,,female,Q47455148-9b3be88c-4fd8-68be-ce5f-41f76da74f59
Q47455149,Andres Alberto Vallone,,,,,2017-12-09,,male,Q47455149-6bd2b10b-43cc-ef1e-490c-a99081d722b8
Q47455151,Astrid Hummel,,,Q44823,Santa Fe Province,2017-12-10,,female,Q47455151-F0A31A20-D5F7-4CD9-9483-EB9054D6B182
Q47455152,Hector Antonio Stefani,,,,,2017-12-09,,male,Q47455152-44d5ec7d-4527-a72e-5d30-506fbb2d82b4
Q48216423,Gisela Marziotta,,,Q1486,Buenos Aires,2020-01-29,,female,Q48216423-1e15fdae-4b60-d57b-cafa-98e2c9ec23b2
Q5041910,Carlos Castagneto,Q1072438,Front for Victory,Q44754,Buenos Aires Province,2015-12-10,,male,Q5041910-58950805-7030-4E84-98D6-ED97E9C99F5B
Q5217139,Daniel Filmus,Q47114897,Unidad Porteña,Q1486,Buenos Aires,2017-12-10,,male,Q5217139-46BB60CF-14A5-4C3E-8C03-409151F917AF
Q5274589,Diego Bossio,Q1053668,Justicialist Party,Q44754,Buenos Aires Province,2015-12-10,,male,Q5274589-E4D1F257-8283-4CC0-8289-2F33787D5CCB
Q5495211,Gabriela Cerruti,Q47114897,Unidad Porteña,Q1486,Buenos Aires,2017-12-10,,female,Q5495211-78899BD0-3679-4F6E-81F2-722CC991C39E
Q55773927,Estela Mary Neder,,,,,2017-11-22,,female,Q55773927-ff85a752-4a1a-2a81-4b6e-b3c32f18f212
Q55825599,Sebastián Bragagnolo,Q1507720,Republican Proposal,Q44797,Mendoza,2015-12-10,,male,Q55825599-6126640C-390C-461F-9D74-2C7A805E2A04
Q55825600,Jorge Ricardo Enriquez,Q20749344,Cambiemos,Q1486,Buenos Aires,2017-12-10,,male,Q55825600-3845B5E0-CC12-4FF8-BE6A-E9C9EFBAB3FC
Q55825601,Rosa Rosario Muñoz,,,Q45007,Chubut Province,2017-12-10,,female,Q55825601-30C3B8EE-D39B-47B6-B4E9-FC75DD04D192
Q55825603,Nadia Lorena Ricci,Q123585,Radical Civic Union,Q44821,Santa Cruz Province,2015-12-10,,female,Q55825603-13DCFD35-12B1-42B3-ACFA-154676F27E9D
Q5591576,Graciela Ocaña,Q20749344,Cambiemos,Q44754,Buenos Aires Province,2017-12-10,,female,Q5591576-46BD06E3-F3A2-43D9-A623-839232585C43
Q5640784,José Manuel Cano,Q47114962,Cambiemos para el Bicentenario,Q44829,Tucumán Province,2017-12-10,,male,Q5640784-0770601A-A9E0-4591-8150-D813C48195D1
Q5649262,José Ignacio de Mendiguren,Q15120034,Renewal Front,Q44754,Buenos Aires Province,2017-12-10,,male,Q5649262-0b2b66fd-4faa-0181-a5d8-a987aedc5448
Q5665422,Alejandro Ramos,Q1072438,Front for Victory,Q44823,Santa Fe Province,2015-12-10,,male,Q5665422-520BBDC9-5BA2-4D37-B3FD-15697064260E
Q5667299,Andrés Larroque,Q1072438,Front for Victory,Q1486,Buenos Aires,2015-12-10,,male,Q5667299-A4E90938-CB00-42D9-B247-98AD01B06C9B
Q5668101,Alfredo Cornejo,,,Q44797,Mendoza,2019-12-10,2021-12-10,male,Q5668101-B72C1857-516D-4783-B923-6D5E80F4E25C
Q5668850,Alicia Terada,Q47117734,Alianza Cambiemos,Q44757,Chaco Province,2017-12-10,,female,Q5668850-776B23FE-D3C9-4027-8DCF-9B7667C38A4A
Q5715314,Aída Beatríz Máxima Ayala,Q47117734,Alianza Cambiemos,Q44757,Chaco Province,2017-12-10,,female,Q5715314-2C74550D-906A-43C8-AE21-47D9289F4DF5
Q5818962,Eduardo Amadeo,Q1507720,Republican Proposal,Q44754,Buenos Aires Province,2015-12-10,,male,Q5818962-EFDFB4A7-85A5-4CC6-B939-138A382E729E
Q5855240,Facundo Suárez Lastra,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,,male,Q5855240-1312901A-52B0-494B-AC1C-55758013D1FA
Q5859724,Fernando Iglesias,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,,male,Q5859724-6F7F7203-23E1-4BB5-B2A3-0EB27B3CB53A
Q5883959,Graciela Camaño,Q15120034,Renewal Front,Q44754,Buenos Aires Province,2015-12-10,,female,Q5883959-277BF0BE-2A97-4886-92B4-CBEA9A49C244
Q5889685,Gustavo José Bevilacqua,Q15120034,Renewal Front,Q44754,Buenos Aires Province,2015-12-10,,male,Q5889685-F521D844-E9B5-4BE7-B763-A68D7E2CD004
Q5896197,Hernán Lombardi,,,Q44754,Buenos Aires Province,2021-12-10,,male,Q5896197-ac59933d-45b5-eafc-c3ad-44e29316e4de
Q5901967,Horacio Pietragalla Corti,Q30841057,Citizen's Unity,Q44754,Buenos Aires Province,2017-12-10,,male,Q5901967-4C80EEAC-4815-4C96-9A71-CE01F0FB99E0
Q5948039,Juan Cabandié,Q47114897,Unidad Porteña,Q1486,Buenos Aires,2017-12-10,,male,Q5948039-8BE958C9-A217-4B6F-AFF6-FD9004A5011C
Q5955633,Julio Pereyra,,,,,2021-12-10,,male,Q5955633-5c13b9ec-44fe-7607-0adc-606b0ed01e57
Q5973474,Leopoldo Moreau,Q30841057,Citizen's Unity,Q44754,Buenos Aires Province,2017-12-10,,male,Q5973474-FF1FD23E-A4EB-43F3-A7D8-DD03A5D63559
Q6003481,María Carolina Moisés,Q1053668,Justicialist Party,Q44764,Province of Jujuy,2015-12-10,,female,Q6003481-3128E5C6-4F05-4A98-BDCA-6D173E5167A2
Q6035188,Myriam Bregman,,,Q1486,Buenos Aires,2021-12-10,,female,Q6035188-bf6dcfd6-42e5-8ccf-d006-63ab1505200c
Q6108050,Ricardo Buryaile,Q123585,Radical Civic Union,Q44761,Formosa Province,2013-12-10,,male,Q6108050-8F62D1A4-AC47-4958-90E5-88A34A15F74D
Q62118467,Alejandro Vilca,,,Q44764,Province of Jujuy,2021-12-10,,male,Q62118467-21c81bd4-4c14-20e8-a604-cde8ddaa2716
Q62560219,Mónica Schlotthauer,,,,,2016,,female,Q62560219-9ead86c3-41bd-3817-3c4f-6070143b2611
Q6309576,Julio de Vido,Q1072438,Front for Victory,Q44754,Buenos Aires Province,2015-12-10,,male,Q6309576-A2ABCABF-376F-4CDC-B433-249C7BA376CB
Q63863578,Darío Martínez,Q1072438,Front for Victory,Q44800,Neuquén Province,2016-03-01,,male,Q63863578-4b5b924f-42e5-78ff-557f-d064800f31aa
Q6782004,María Eugenia Vidal,,,,,2021-12-10,,female,Q6782004-9839a68b-40c8-1d16-4d22-b21a8b5b0854
Q68057058,Daniel Arroyo,,,,,2021-12-10,,male,Q68057058-3B843D4D-FB34-4028-BFB0-4F6A696E38A9
Q957748,Ricardo López Murphy,,,Q1486,Buenos Aires,2021-12-10,,male,Q957748-94428e86-4e0f-830b-18dd-f96491fbf705
Q963100,Florencio Randazzo,,,Q44754,Buenos Aires Province,2021-12-10,,male,Q963100-fe56c19a-41d6-d2fd-ecac-7d5d4d74ce72
