item,name,party,partyLabel,region,regionLabel,startDate,endDate,psid
Q32249562,Nathalia Inés González Seligra,Q598744,Frente de Izquierda y de Trabajadores-Unidad,Q44754,Provincia de Buenos Aires,2017-06-21,2019-04-04,Q32249562-11F0313C-7105-46F3-899F-4FD97C748425
Q33296854,Alejandra Rodenas,Q3753652,Frente Justicalista,Q44823,Provincia de Santa Fe,2017-12-10,2019-12-11,Q33296854-B92D67D5-33C6-4EBC-A5E8-69687D509A04
Q33297240,Paula Mariana Oliveto Lago,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q33297240-823011B2-DDC6-40D0-8A16-15FD62149826
Q34207613,Fernanda Vallejos,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q34207613-EF7EF0C3-02BC-44BB-9ECE-EB45C7CBF715
Q37006507,Martín Grande,Q47114773,,Q44803,Provincia de Salta,2017-12-10,2021-12-09,Q37006507-353AE132-929F-4EF2-B767-C4ADF9358112
Q3754443,Axel Kicillof,Q1072438,Frente para la Victoria,Q1486,Buenos Aires,2015-12-10,2019-12-10,Q3754443-8EBAAA51-30F9-48FB-8EF9-30D6F102824D
Q4122381,Luis Beder Herrera,Q1053668,Partido Justicialista,Q44796,Provincia de La Rioja,2015-12-10,2019-12-09,Q4122381-F5706889-B2C2-4295-8921-A7046CC879E1
Q4137510,José Luis Gioja,Q1072438,Frente para la Victoria,Q44805,Provincia de San Juan,2015-12-10,2019-12-09,Q4137510-E996B895-EA66-4FF8-96BA-FBB48C38DD0B
Q41555908,Martín Maquieyra,Q47146755,Frente Cambiemos la Pampa,Q44795,Provincia de La Pampa,2017-12-10,2021-12-09,Q41555908-FEFBAE0E-3F23-4B51-BDE5-AD12DC3514E7
Q41555918,Norman Darío Martínez,Q1072438,Frente para la Victoria,Q44800,Provincia de Neuquén,2016-03-01,2019-12-10,Q41555918-7A3D77B9-CA90-4035-9D94-2FE6D1DEB354
Q41555928,Stella Maris Huczak,Q1507720,Propuesta Republicana,Q44797,Provincia de Mendoza,2015-12-10,2019-12-09,Q41555928-8CACDCC1-04CF-4637-8AA2-0DD9666B65E7
Q41557572,María Florencia Peñaloza Marianetti,Q41556474,Compromiso con San Juan,Q44805,Provincia de San Juan,2015-12-10,2019-12-09,Q41557572-F5F27125-8B69-47AE-91FB-2C86880523E3
Q41557580,Silvia Renee Horne,Q41556247,Peronismo para la Victoria,Q44802,Provincia de Río Negro,2015-12-10,2019-12-09,Q41557580-B5F741A3-6296-4290-B64F-2A6EEB7B22A2
Q41776986,Atilio Francisco Salvador Benedetti,Q20749344,Cambiemos,Q44762,Provincia de Entre Ríos,2017-12-10,2021-12-09,Q41776986-4B8E46EA-5842-4D85-9AF5-0D4DA9950765
Q41787670,Pablo Carro,Q47146846,Frente Córdoba Ciudadana,Q44759,Provincia de Córdoba,2017-12-10,2021-12-09,Q41787670-36DD8D1A-E4DF-4960-8003-BBB69696604B
Q43078686,Romina del Plá,Q598744,Frente de Izquierda y de Trabajadores-Unidad,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q43078686-8203C9A7-F522-454F-ACBD-FAD9C37F9379
Q47116103,Gustavo Ramiro Fernández Patri,Q1072438,Frente para la Victoria,Q44761,Provincia de Formosa,2017-12-10,2021-12-09,Q47116103-6B68779B-2184-49C2-AB3C-49A5559D134A
Q47117877,Juan Manuel López,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q47117877-DEC62BD2-C339-4DD8-8799-CB95D2D65362
Q47117980,Daniel Fernando Arroyo,Q15120034,Frente Renovador,Q44754,Provincia de Buenos Aires,2017-12-10,2019-12-10,Q47117980-cae15bb3-4d25-c829-cffd-e59c1195e8e8
Q47141966,Fabio José Quetglas,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47141966-F4630679-0BAE-4BDF-A35B-E252C77A3FD4
Q47141983,Marcela Campagnoli,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47141983-EA0D33DD-01D2-4954-BE70-21DE062B664C
Q47142006,Natalia Soledad Villa,Q64590412,Juntos por el Cambio,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142006-44E02261-2B4C-4647-BD22-CFBE9522F89F
Q47142019,Juan Aicega,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142019-CAD797B8-FA2A-445E-867C-C1FA0ECEE830
Q47142035,Josefina Mendoza,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142035-4AEFB1A2-E93D-4859-AD40-E99F0FCABE3B
Q47142046,Hernán Berisso,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142046-403EB719-3765-4DBC-B4E9-B7A1E769D72E
Q47142057,Ezequiel Fernández Langan,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142057-3C7B3D9E-8C8A-4428-ABB8-B5112C7CEDD9
Q47142077,María Carla Piccolomini,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142077-D80677DF-4258-4767-89B9-915AF38AB339
Q47142093,Pablo Miguel Ansaloni,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142093-C34BA01C-3511-40B9-9BA0-958CA228EFC3
Q47142105,Martín Nicolás Medina,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142105-CB026279-643A-4C10-8C59-77A721AAAA9B
Q47142127,Eduardo Bucca,Q3753652,Frente Justicalista,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142127-AB3A1019-B4B1-4A1F-8732-162F7816D530
Q47142273,Vanesa Siley,Q64590596,Frente de Todos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142273-0196B03A-A35A-4CA4-BD03-2C0C25236A67
Q47142291,Mónica Macha,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142291-44E4F516-9985-4E67-A2F0-F8ED60915217
Q47142307,Laura Valeria Alonso,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2019-12-10,Q47142307-549BA56B-F2F2-47AA-ADF2-297445EBA616
Q47142315,Walter Correa,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142315-F0FEAFF7-75E8-47B3-9037-0588BB1A4FB7
Q47142397,Laura Russo,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47142397-D4C4E4A8-A070-4837-BFC0-9EC335ED3E8A
Q47142407,Gustavo Arturo Saadi,Q1072438,Frente para la Victoria,Q44756,Provincia de Catamarca,2017-12-10,2019-12-03,Q47142407-19C518FB-B469-4A47-8621-D6C2177112E9
Q47142422,Silvana Micaela Ginocchio,Q1072438,Frente para la Victoria,Q44756,Provincia de Catamarca,2017-12-10,2021-12-09,Q47142422-1CF178EF-1270-4F3D-B139-8FB341FF3735
Q47142443,Elda Pértile,Q47145682,Alianza Frente Chaco Merece Mas,Q44757,Provincia del Chaco,2017-12-10,2021-12-09,Q47142443-46AB94F4-ABDA-4FBC-BB92-B83026E03661
Q47142456,Juan Mosqueda,Q47145682,Alianza Frente Chaco Merece Mas,Q44757,Provincia del Chaco,2017-12-10,2021-12-09,Q47142456-AB6EC054-EFC8-493E-9856-0E4BDEE2037E
Q47142461,Gustavo Menna,Q20749344,Cambiemos,Q45007,Provincia del Chubut,2017-12-10,2021-12-09,Q47142461-2AECB074-04E7-4343-ABBE-C3DEDE1C64FC
Q47142563,Carmen Polledo,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q47142563-846BD086-5335-4CDD-8EB1-C19D1E9E0B46
Q47142613,Jose Alejandro Garcia,,,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q47142613-78904EF4-3CDA-404A-B77F-606CB1C2EA06
Q47142613,Alejandro García,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q47142613-D88817AB-5FC8-4D91-A1B5-F143DC100132
Q47142696,Gabriel Alberto Frizza,Q20749344,Cambiemos,Q44759,Provincia de Córdoba,2017-12-10,2021-12-09,Q47142696-C37ADE99-FEEA-4194-804D-895AD821DE96
Q47142712,Alejandra María Vigo,Q4732336,Unión por Córdoba,Q44759,Provincia de Córdoba,2017-12-10,2021-12-10,Q47142712-ED44D095-0748-4FD6-AF71-60B2D0E4D3D5
Q47142723,Paulo Leonardo Cassinerio,Q4732336,Unión por Córdoba,Q44759,Provincia de Córdoba,2017-12-10,2021-12-09,Q47142723-3465839B-C06C-44FB-83C5-1429079493B1
Q47142758,Estela Mercedes Regidor Belledone,Q47146931,Encuentro por Corrientes - Eco + Cambiemos,Q44758,Provincia de Corrientes,2017-12-10,2021-12-09,Q47142758-90CF3AEC-F01E-42B1-8BB4-F10F8B56F48D
Q47142775,Sofía Brambilla,Q47146931,Encuentro por Corrientes - Eco + Cambiemos,Q44758,Provincia de Corrientes,2017-12-10,2021-12-09,Q47142775-9698CF79-7986-43AF-B5C8-C40E826EEE10
Q47142783,Jorge Antonio Romero,,,Q44758,Provincia de Corrientes,2017-12-10,2021-12-09,Q47142783-00393146-A9C0-4202-874C-3C72708CD57F
Q47143052,Alicia Fregonese,Q20749344,Cambiemos,Q44762,Provincia de Entre Ríos,2017-12-10,2021-12-09,Q47143052-5205599B-21F0-41A1-BE6A-E4D80395C44A
Q47143071,Jorge Enrique Lacoste,Q20749344,Cambiemos,Q44762,Provincia de Entre Ríos,2017-12-10,2021-12-09,Q47143071-48AFDB7A-9CA1-46ED-B71F-8F55CDED8FE3
Q47143098,Juan José Bahillo,Q47146244,Frente Justicalista Somos Entre Rios,Q44762,Provincia de Entre Ríos,2017-12-10,2019-12-02,Q47143098-92793C44-A11C-4183-AA04-2AB0EFB5E79A
Q47143118,Mayda Cresto,Q47146244,Frente Justicalista Somos Entre Rios,Q44762,Provincia de Entre Ríos,2017-12-10,2021-12-09,Q47143118-C424913F-EE36-4975-BF42-1B2DF0256D55
Q47143149,Mario Horacio Arce,Q47109411,Frente Amplio Formoseño Cambiemos,Q44761,Provincia de Formosa,2017-12-10,2021-12-09,Q47143149-8CE1E9A9-7A15-4978-9B1C-0F3D83DB38BD
Q47143184,Osmar Antonio Monaldi,Q47116009,,Q44764,Provincia de Jujuy,2017-12-10,2021-12-09,Q47143184-554A23AB-3E97-4AC7-B91C-4776417C4E5C
Q47143208,José Luis Martiarena,Q3753652,Frente Justicalista,Q44764,Provincia de Jujuy,2017-12-10,2021-12-09,Q47143208-2D5C8329-AB61-4DF8-8C87-B5558419F539
Q47143222,Ariel Rauschenberger,Q1053668,Partido Justicialista,Q44795,Provincia de La Pampa,2017-12-10,2021-12-09,Q47143222-BD4209F3-A0F2-4AB5-B604-96AFE969F83C
Q47143336,Melina Aida Delú,Q1053668,Partido Justicialista,Q44795,Provincia de La Pampa,2017-12-10,2021-12-09,Q47143336-BA478568-AFD4-4FE3-8A15-0160B4DA0CEC
Q47143377,Julio Enrique Sahad,Q47109114,Cambiemos-Fuerza Civica Riojana,Q44796,Provincia de La Rioja,2017-12-10,2021-12-09,Q47143377-6E05925F-C8A1-4E4C-9B78-9B7E9A32CF6A
Q47143393,Danilo Adrián Flores,Q47146729,Frente Justicalista Riojano,Q44796,Provincia de La Rioja,2017-12-10,2021-12-09,Q47143393-7843097F-17E5-44D4-9E1F-ECB6D6C5ACA5
Q47143414,Claudia Najul,Q20749344,Cambiemos,Q44797,Provincia de Mendoza,2017-12-10,2021-12-09,Q47143414-223DC1C0-78CE-4372-A990-EFE34D532754
Q47143430,Federico Raúl Zamarbide,Q20749344,Cambiemos,Q44797,Provincia de Mendoza,2017-12-10,2021-12-09,Q47143430-015BC767-B4D0-477D-8B4F-8979E0AEB7BA
Q47143468,José Luis Ramón,Q2917600,Partido Intransigente,Q44797,Provincia de Mendoza,2017-12-10,2021-12-09,Q47143468-19EE86C3-7011-4874-BFE9-A4623719F909
Q47143499,Omar Chafí Félix,Q47146179,Frente Somos Mendoza,Q44797,Provincia de Mendoza,2017-12-10,2021-12-09,Q47143499-078C8581-09E8-4AB4-ADA7-E93B56D11A80
Q47143573,Ricardo Wellbach,Q5505872,Partido de la Concordia Social,Q44798,Provincia de Misiones,2017-12-10,2021-12-09,Q47143573-FC11E497-B422-4E0F-ACC9-CF7749C1BFFE
Q47144819,Flavia Morales,Q5505872,Partido de la Concordia Social,Q44798,Provincia de Misiones,2017-12-10,2021-12-09,Q47144819-A15DF6F3-FE38-4DAB-AA78-587BE2081B78
Q47144830,David Pablo Schlereth,Q20749344,Cambiemos,Q44800,Provincia de Neuquén,2017-12-10,2021-12-09,Q47144830-E779913F-82D6-4817-AE54-722B67571749
Q47144879,"Alma ""Chani"" Sapag",Q7002024,Movimiento Popular Neuquino,Q44800,Provincia de Neuquén,2017-12-10,2021-12-09,Q47144879-05375CDB-C3C2-4C5A-AF93-1EF5F5C0C5DD
Q47144927,Lorena Matzen,Q47146448,Cambiemos Rio Negro,Q44802,Provincia de Río Negro,2017-12-10,2021-12-09,Q47144927-69F5CC93-DD90-4CE7-B276-544D1122F748
Q47144945,Sergio Napoleón Leavy,Q47146707,Frente Ciudadano Para la Victoria,Q44803,Provincia de Salta,2017-12-10,2019-12-10,Q47144945-5C6595D5-81FB-4B77-BB4D-64AC47ACFCA7
Q47145004,Walberto Enrique Allende,Q47108887,Frente Todos,Q44805,Provincia de San Juan,2017-12-10,2021-12-09,Q47145004-B6A4289F-948A-4733-BFD8-B2133B77E91B
Q47145056,Karim Augusto Alume Sbodio,Q47146278,Frente Unidad Justicalista San Luis,Q44818,Provincia de San Luis,2017-12-10,2021-12-09,Q47145056-2D0D45B0-C9AB-43C5-A54B-FF847451758C
Q47145081,Victoria Rosso,Q47146278,Frente Unidad Justicalista San Luis,Q44818,Provincia de San Luis,2017-12-10,2021-12-09,Q47145081-CC2794C0-48BD-4FB5-B852-EEDCB3D256C2
Q47145093,Juan Benedicto Vázquez,Q1072438,Frente para la Victoria,Q44821,Provincia de Santa Cruz,2017-12-10,2021-12-09,Q47145093-3FCFB2FD-3421-414D-86D8-03B94D145C8F
Q47145111,Roxana Nahir Reyes,Q47109540,Unión Para Vivir Mejor - Cambiemos,Q44821,Provincia de Santa Cruz,2017-12-10,2021-12-09,Q47145111-3A3962E3-ACA9-4799-B283-18C908898072
Q47145158,Antonio José Carambia,Q47109540,Unión Para Vivir Mejor - Cambiemos,Q44821,Provincia de Santa Cruz,2017-12-10,2021-12-09,Q47145158-5A83F424-19C2-4B1F-8C82-04A707E93352
Q47145338,María Lucila Lehman,Q20749344,Cambiemos,Q44823,Provincia de Santa Fe,2017-12-10,2021-12-09,Q47145338-C8013DB1-D62A-4BE9-95A4-6B1E86EA239B
Q47145361,Gonzalo Pedro Antonio del Cerro,Q20749344,Cambiemos,Q44823,Provincia de Santa Fe,2017-12-10,2021-12-09,Q47145361-F10FBC95-A605-4A84-B472-11E66772DE98
Q47145411,Gladys Medina,Q47145634,Frente Justicalista por Tucuman,Q44829,Provincia de Tucumán,2017-12-10,2021-12-09,Q47145411-4305AD4A-6241-4098-B02F-369B7BC00A02
Q47145509,Beatriz Luisa Ávila,Q47114962,Cambiemos para el Bicentenario,Q44829,Provincia de Tucumán,2017-12-10,2021-12-10,Q47145509-2B56D12D-E1E2-4A20-8D25-A4BDA64A4A70
Q47145531,Luis Gustavo Contigiani,Q7248613,"Frente Progresista, Cívico y Social",Q44823,Provincia de Santa Fe,2017-12-10,2021-12-09,Q47145531-B9676E2D-AE75-4605-B8DE-D9A2F2806837
Q47145575,Hugo Orlando Infante,Q3088428,Frente Cívico por Santiago,Q44827,Provincia de Santiago del Estero,2017-12-10,2018-12-30,Q47145575-5264551E-DFEC-471E-88BD-9F21B9EE7AD8
Q47451468,Carlos Alberto Fernández,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47451468-92DF52BF-7D04-486D-B03B-C33CF882CAA1
Q47451525,Javier Campos,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q47451525-7FE98CB9-B382-4942-9115-62872ABC9672
Q47455147,Pablo Raúl Yedlin,,,Q44829,Provincia de Tucumán,2017-12-10,2021-12-09,Q47455147-0F670DED-930E-4638-9D3B-3F173883C35E
Q47455148,Verónica Derna,Q1072438,Frente para la Victoria,Q44798,Provincia de Misiones,2015-12-10,2019-12-09,Q47455148-9b3be88c-4fd8-68be-ce5f-41f76da74f59
Q47455149,Andrés Alberto Vallone,,,Q44818,Provincia de San Luis,2017-12-18,2019-12-09,Q47455149-6bd2b10b-43cc-ef1e-490c-a99081d722b8
Q47455151,Astrid Hummel,,,Q44823,Provincia de Santa Fe,2017-12-18,2019-12-10,Q47455151-ba32ba16-4aaa-5468-18a2-12948c117ce6
Q47455152,Héctor Antonio Stefani,,,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2017-12-09,2021-12-09,Q47455152-44d5ec7d-4527-a72e-5d30-506fbb2d82b4
Q5041910,Carlos Daniel Castagneto,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q5041910-58950805-7030-4E84-98D6-ED97E9C99F5B
Q51003630,Roberto Salvarezza,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2019-12-10,Q51003630-B7CB7DE2-0F2F-4E58-AF6F-FED570E67174
Q5217139,Daniel Filmus,Q47114897,,Q1486,Buenos Aires,2017-12-10,2019-12-23,Q5217139-46BB60CF-14A5-4C3E-8C03-409151F917AF
Q5274589,Diego Luis Bossio,Q1053668,Partido Justicialista,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q5274589-E4D1F257-8283-4CC0-8289-2F33787D5CCB
Q5495211,Gabriela Cerruti,Q47114897,,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q5495211-78899BD0-3679-4F6E-81F2-722CC991C39E
Q55773927,Estela Mary Neder,,,Q44827,Provincia de Santiago del Estero,2017-11-22,2019-12-09,Q55773927-ff85a752-4a1a-2a81-4b6e-b3c32f18f212
Q55825598,Fernando Asencio,Q15120034,Frente Renovador,Q1486,Buenos Aires,2018-05,2019-12-10,Q55825598-5F6A8648-2B08-4FFC-8EB0-1D703FEDEB17
Q55825599,Sebastián Bragagnolo,Q1507720,Propuesta Republicana,Q44797,Provincia de Mendoza,2015-12-10,2019-12-09,Q55825599-6126640C-390C-461F-9D74-2C7A805E2A04
Q55825601,Rosa Rosario Muñoz,,,Q45007,Provincia del Chubut,2017-12-10,2021-12-09,Q55825601-30C3B8EE-D39B-47B6-B4E9-FC75DD04D192
Q55825603,Nadia Lorena Ricci,Q123585,Unión Cívica Radical,Q44821,Provincia de Santa Cruz,2015-12-10,2019-12-09,Q55825603-13DCFD35-12B1-42B3-ACFA-154676F27E9D
Q5591576,María Graciela Ocaña,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q5591576-46BD06E3-F3A2-43D9-A623-839232585C43
Q5640784,José Manuel Cano,Q47114962,Cambiemos para el Bicentenario,Q44829,Provincia de Tucumán,2017-12-10,2021-12-09,Q5640784-0770601A-A9E0-4591-8150-D813C48195D1
Q5649262,José Ignacio de Mendiguren,Q15120034,Frente Renovador,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q5649262-0b2b66fd-4faa-0181-a5d8-a987aedc5448
Q5665422,Alejandro Ramos,Q1072438,Frente para la Victoria,Q44823,Provincia de Santa Fe,2015-12-10,2019-12-09,Q5665422-520BBDC9-5BA2-4D37-B3FD-15697064260E
Q5667299,Andrés Larroque,Q1072438,Frente para la Victoria,Q1486,Buenos Aires,2015-12-10,2019-12-09,Q5667299-A4E90938-CB00-42D9-B247-98AD01B06C9B
Q5668850,Alicia Terada,Q47117734,Alianza Cambiemos,Q44757,Provincia del Chaco,2017-12-10,2021-12-09,Q5668850-776B23FE-D3C9-4027-8DCF-9B7667C38A4A
Q5715314,Aída Beatriz Máxima Ayala,Q47117734,Alianza Cambiemos,Q44757,Provincia del Chaco,2017-12-10,2021-12-09,Q5715314-2C74550D-906A-43C8-AE21-47D9289F4DF5
Q5791547,María Cristina Álvarez Rodríguez,Q1072438,Frente para la Victoria,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q5791547-52FABE1B-42C9-499F-8DCF-1B904D819A65
Q5818962,Eduardo Pablo Amadeo,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q5818962-EFDFB4A7-85A5-4CC6-B939-138A382E729E
Q5855240,Facundo Suárez Lastra,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q5855240-1312901A-52B0-494B-AC1C-55758013D1FA
Q5859724,Fernando Adolfo Iglesias,Q42116847,Vamos Juntos,Q1486,Buenos Aires,2017-12-10,2021-12-09,Q5859724-6F7F7203-23E1-4BB5-B2A3-0EB27B3CB53A
Q5883959,Graciela Camaño,Q15120034,Frente Renovador,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q5883959-277BF0BE-2A97-4886-92B4-CBEA9A49C244
Q5888761,Guillermo Tristán Montenegro,Q20749344,Cambiemos,Q44754,Provincia de Buenos Aires,2017-12-10,2019-12-04,Q5888761-4F40A89C-0D26-4008-81E0-3646B07E626A
Q5889685,Gustavo José Bevilacqua,Q15120034,Frente Renovador,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q5889685-F521D844-E9B5-4BE7-B763-A68D7E2CD004
Q5901967,Horacio Pietragalla Corti,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2019-12-10,Q5901967-4C80EEAC-4815-4C96-9A71-CE01F0FB99E0
Q5906402,Héctor Alberto Roquel,Q123585,Unión Cívica Radical,Q44821,Provincia de Santa Cruz,2015-12-10,2018-02-27,Q5906402-D349317E-555C-41B5-BEA8-16F337C74849
Q5948039,Juan Cabandié,Q47114897,,Q1486,Buenos Aires,2017-12-10,2019-12-09,Q5948039-8BE958C9-A217-4B6F-AFF6-FD9004A5011C
Q5973474,Leopoldo Raúl Guido Moreau,Q30841057,Unidad Ciudadana,Q44754,Provincia de Buenos Aires,2017-12-10,2021-12-09,Q5973474-FF1FD23E-A4EB-43F3-A7D8-DD03A5D63559
Q5982877,Luis Eugenio Basterra,Q1072438,Frente para la Victoria,Q44761,Provincia de Formosa,2015-12-10,2019-12-10,Q5982877-05786558-3FD9-4CD7-AF82-BA22FCB06370
Q6002748,Martín Miguel Llaryora,Q4732336,Unión por Córdoba,Q44759,Provincia de Córdoba,2017-12-10,2019-12-10,Q6002748-28A15426-589C-4C13-AC23-E27A82F38656
Q6003481,María Carolina Moisés,Q1053668,Partido Justicialista,Q44764,Provincia de Jujuy,2015-12-10,2019-12-09,Q6003481-3128E5C6-4F05-4A98-BDCA-6D173E5167A2
Q62560219,Mónica Leticia Schlotthauer,,,Q44754,Provincia de Buenos Aires,2016,2019-12-09,Q62560219-9ead86c3-41bd-3817-3c4f-6070143b2611
Q63342179,Alejandra Alcira Caballero,,,Q1486,Buenos Aires,2019-06-26,2019-12-09,Q63342179-530E4200-2A79-474D-9E66-7923421F8FE7
Q6553522,Martín Lousteau,Q47114471,Evolución,Q1486,Buenos Aires,2017-12-10,2019-12-10,Q6553522-4EF3984F-0FB7-43A0-8AB8-9BCB22AF6B78
Q7348343,Sergio Omar Buil,Q1507720,Propuesta Republicana,Q44754,Provincia de Buenos Aires,2015-12-10,2019-12-09,Q7348343-30020e92-4888-403c-2831-4d746cf3ac51
