item,name,region,regionLabel,party,partyLabel,startDate,endDate
,Pablo Cervi,Q44800,Neuquén,Q123585,Evolución Radical,2021-12-10,
Q30243948,Rolando Figueroa,Q44800,Neuquén,Q7002024,Movimiento Popular Neuquino,2021-12-10,
,Francisco Sánchez,Q44800,Neuquén,Q1507720,PRO,2019-12-10,
,Pedro Cristian Dantas,Q44802,Río Negro,Q64590596,Frente de Todos,2021​-03-27,
Q108377000,Luis Di Giácomo,Q44802,Río Negro,Q25405448,Juntos Somos Río Negro,2019-12-10,
,Agustín Domingo,Q44802,Río Negro,Q25405448,Juntos Somos Río Negro,2021-12-10,
Q108373971,Susana Graciela Landriscini,Q44802,Río Negro,Q64590596,Frente de Todos,2019-12-10,
,Aníbal Tortoriello,Q44802,Río Negro,Q1507720,PRO,2021-12-10,
Q97798204,Lía Verónica Caliva,Q44803,Salta,Q64590596,Frente de Todos,2019-12-10,
Q108557748,Pamela Calletti,Q44803,Salta,Q64590596,Frente de Todos,2021-12-10,
Q98060325,Virginia María Cornejo,Q44803,Salta,Q1507720,PRO,2019-12-10,
Q104234791,Emiliano Estrada,Q44803,Salta,Q64590596,Frente de Todos,2021-12-10,
Q97999604,Lucas Javier Godoy,Q44803,Salta,Q64590596,Frente de Todos,2019-12-10,
Q98078246,Miguel Nanni Valero,Q44803,Salta,Q123585,Unión Cívica Radical,2019-12-10,
Q108165085,Carlos Raúl Zapata,Q44803,Salta,Q108276589,Ahora Patria,2021-12-10,
Q47145004,Walberto Enrique Allende,Q44805,San Juan,Q64590596,Frente de Todos,2021-12-10,
,Ana Fabiola Aubone,Q44805,San Juan,Q64590596,Frente de Todos,2021-12-10,
,Graciela María Caselles,Q44805,San Juan,Q64590596,Frente de Todos,2019-12-10,
Q4137510,José Luis Gioja,Q44805,San Juan,Q64590596,Frente de Todos,2019-12-10,
,Susana Alicia Laciar,Q44805,San Juan,Q4732307,Producción y Trabajo,2021-12-10,
Q62000019,Humberto Marcelo Orrego,Q44805,San Juan,Q4732307,Producción y Trabajo,2019-12-10,
,Karina Ethel Bachey,Q44818,San Luis,Q1507720,PRO,2021-12-10,
Q104906639,Alejandro Cacace,Q44818,San Luis,Q123585,Unión Cívica Radical,2019-12-10,
Q4838522,Claudio Javier Poggi,Q44818,San Luis,Q64706759,Avanzar San Luis,2021-12-10,
,Carlos Ybrhain Ponce,Q44818,San Luis,Q64590596,Frente de Todos,2019-12-10,
,María José Zanglá Urteaga,Q44818,San Luis,Q64590596,Frente de Todos,2021-12-10,
,Gustavo Carlos Miguel González,Q44821,Santa Cruz,Q64590596,Frente de Todos,2021-12-16,
Q47145111,Roxana Nahir Claudia Reyes,Q44821,Santa Cruz,Q123585,Unión Cívica Radical,2021-12-10,
,Jorge Guillermo Verón,Q44821,Santa Cruz,Q64590596,Frente de Todos,2021​-2-12,
Q110112123,Marcela Paola Vessvessian,Q44821,Santa Cruz,Q64590596,Frente de Todos,2019-12-10,
,Claudio Orlando Vidal,Q44821,Santa Cruz,Q110097833,SER-Somos Energía para Renovar,2021-12-10,
Q110727342,Federico Angelini,Q44823,Santa Fe,Q1507720,PRO,2019-12-10,
Q6764548,Mario Domingo Barletta,Q44823,Santa Fe,Q123585,Unión Cívica Radical,2021-12-10,
,Laura Carolina Castets,Q44823,Santa Fe,Q1104292,Coalición Cívica,2019-12-10,
,Gabriel Felipe Chumpitaz,Q44823,Santa Fe,Q1507720,PRO,2021-12-10,
,Marcos Cleri,Q44823,Santa Fe,Q64590596,Frente de Todos,2019-12-10,
Q107736916,Enrique Eloy Estévez,Q44823,Santa Fe,Q1813766,Socialista,2019-12-10,
Q6950244,Mónica Haydée Fein,Q44823,Santa Fe,Q1813766,Socialista,2021-12-10,
,Germana María Figueroa Casas,Q44823,Santa Fe,Q1507720,PRO,2021-12-10,
,Ximena García,Q44823,Santa Fe,Q123585,Unión Cívica Radical,2019-12-10,
Q21856172,Luciano Andrés Laspina,Q44823,Santa Fe,Q1507720,PRO,2021-12-10,
,Juan Martín,Q44823,Santa Fe,Q123585,Unión Cívica Radical,2019-12-10,
,Germán Pedro Martínez,Q44823,Santa Fe,Q64590596,Frente de Todos,2019-12-10,
Q21856189,Vanesa Laura Massetani,Q44823,Santa Fe,Q64590596,Frente de Todos,2019-12-10,
,Magalí Mastaler,Q44823,Santa Fe,Q64590596,Frente de Todos,2021-12-10,
Q77247669,Roberto Mario Mirabella,Q44823,Santa Fe,Q64590596,Frente de Todos,2021-12-10,
,José Carlos Núñez,Q44823,Santa Fe,Q1507720,PRO,2019-12-10,
,Alejandra del Huerto Obeid,Q44823,Santa Fe,Q64590596,Frente de Todos,2019-12-10,
,María Victoria Tejeda,Q44823,Santa Fe,Q123585,Evolución Radical,2021-12-10,
Q28065679,Eduardo Toniolli,Q44823,Santa Fe,Q64590596,Frente de Todos,2021-12-10,
Q110104134,Daniel Agustín Brué,Q44827,Santiago del Estero,Q64590596,Frente de Todos,2019-12-10,
Q110191758,Ricardo Daniel Daives,Q44827,Santiago del Estero,Q64590596,Frente de Todos,2019-12-10,
Q111424753,Bernardo José Herrera,Q44827,Santiago del Estero,Q64590596,Frente de Todos,2021-12-10,
Q110822156,María Luisa Montoto de Rogel,Q44827,Santiago del Estero,Q64590596,Frente de Todos,2021-12-10,
,Nilda Moyano,Q44827,Santiago del Estero,Q64590596,Frente de Todos,2021​-12-16,
Q21856217,Graciela Navarro,Q44827,Santiago del Estero,Q64590596,Frente de Todos,2019-12-10,
Q55773927,Estela Mary Del Rosario Neder,Q44827,Santiago del Estero,Q64590596,Frente de Todos,2019-12-10,
Q110101993,Silvia Noemí del Valle Sayago,Q44827,Santiago del Estero,Q64590596,Frente de Todos,2021-12-10,2021​-12-12
Q16297791,Rosana Andrea Bertone,Q44832,Tierra del Fuego,Q64590596,Frente de Todos,2019-12-10,
Q18756543,Mabel Luisa Caparrós,Q44832,Tierra del Fuego,Q64590596,Frente de Todos,2019-12-10,
Q108028101,Federico Frigerio,Q44832,Tierra del Fuego,Q1507720,PRO,2019-12-10,
,Héctor Antonio Stefani,Q44832,Tierra del Fuego,Q1507720,PRO,2021-12-10,
Q107646264,Inés Carolina Yutrovic,Q44832,Tierra del Fuego,Q64590596,Frente de Todos,2021-12-10,
,Domingo Luis Amaya,Q44829,Tucumán,Q1507720,Encuentro Federal,2019-12-10,
,Lidia Inés Ascárate,Q44829,Tucumán,Q123585,Unión Cívica Radical,2019-12-10,
Q21856084,Nilda Mabel Carrizo,Q44829,Tucumán,Q64590596,Frente de Todos,2019-12-10,
,Rossana Elena Chahla,Q44829,Tucumán,Q64590596,Frente de Todos,2021-12-10,
,Carlos Aníbal Cisneros,Q44829,Tucumán,Q64590596,Frente de Todos,2019-12-10,
,Agustín Fernández,Q44829,Tucumán,Q64590596,Frente de Todos,2021-12-10,
,Mario Alberto Leito,Q44829,Tucumán,Q64590596,Frente de Todos,2019-12-10,
Q110561315,Paula Omodeo,Q44829,Tucumán,,"",2021-12-10,
,Roberto Antonio Sánchez,Q44829,Tucumán,Q123585,Unión Cívica Radical,2021-12-10,
